,area1,area2,area3,area4,area5,area6,area7,area8,mean_heart,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,dist_gap1_1,dist_gap1_2,dist_gap1_3,dist_gap1_4,dist_gap1_5,dist_gap2_1,dist_gap2_2,dist_gap2_3,dist_gap2_4,dist_gap2_5,dist_gap3_1,dist_gap3_2,dist_gap3_3,dist_gap3_4,dist_gap3_5,dist_gap4_1,dist_gap4_2,dist_gap4_3,dist_gap4_4,dist_gap4_5,dist_gap5_1,dist_gap5_2,dist_gap5_3,dist_gap5_4,dist_gap5_5,dist_gap6_1,dist_gap6_2,dist_gap6_3,dist_gap6_4,dist_gap6_5,dist_gap7_1,dist_gap7_2,dist_gap7_3,dist_gap7_4,dist_gap7_5,dist_gap8_1,dist_gap8_2,dist_gap8_3,dist_gap8_4,dist_gap8_5,class,simi,diff,avg_dis1,avg_dis2,avg_dis3,avg_dis4,avg_dis5
336,3041.5,687.0,1755.0,1823.0,2081.0,463.0,945.5,3724.5,0.0,74.8459319496874,58.172553423326896,-16.26020470831196,-58.81502534126161,-107.65012421993012,-127.14668669802178,166.56897112931836,111.31791227546157,82.05485969764375,44.7213595499958,21.213203435596427,25.96150997149434,51.97114584074513,140.46351839534705,84.8999411071645,80.8084154033477,78.64477096412705,108.30050784737809,75.05997601918082,26.476404589747453,31.016124838541646,37.65634076752546,75.4254598925323,110.3902169578446,29.0,25.495097567963924,39.66106403010388,91.96738552334736,113.0,31.0,25.0,25.019992006393608,117.51595636338072,68.62215385719105,13.601470508735444,25.612496949731398,36.7967389859482,81.32035415564789,84.02380615040002,38.11823710509184,28.0178514522438,27.018512172212592,96.08329719571452,101.17806086301516,33.28663395418648,9.219544457292889,20.518284528683196,83.73768566183328,Unrecognizable,0.799,28.76355093361435,96.625,36.0,30.5,35.875,87.75
322,2527.5,2059.5,1589.0,3247.0,5023.0,3379.0,2868.0,1712.0,0.0,74.8459319496874,34.99202019855866,-7.253194612725333,-62.92791976200724,-83.8298249049704,-146.97613244420336,-178.45184230102203,136.0809241866607,91.00549433962765,22.13594362117865,16.401219466856727,15.811388300841896,87.28115489611719,87.86353054595519,5.830951894845301,8.06225774829855,9.848857801796104,82.73451516749222,81.00617260431454,22.47220505424423,14.142135623730953,12.206555615733702,81.61494961096282,81.21576201698781,7.071067811865476,11.0,12.041594578792296,87.32124598286491,94.72592042308166,7.810249675906654,11.40175425099138,11.180339887498947,83.05419917138447,82.80700453464067,13.601470508735444,11.40175425099138,9.433981132056603,93.43446901438462,105.92922165295089,26.0768096208106,18.110770276274835,12.16552506059644,84.48076704197234,89.87213138676528,14.142135623730953,13.92838827718412,20.248456731316587,69.6419413859206,Unrecognizable,0.8162,47.902785449245386,88.75,13.5,12.75,12.5,83.25
106,3292.0,3522.5,3249.5,3156.0,1833.5,3375.5,3662.5,3447.5,3192.375,71.89623696549337,29.291362170984254,-14.85861444792466,-54.90418321297389,-108.43494882292202,-154.9831065219,163.07248693585296,116.02959219151346,92.00543462209176,19.235384061671343,4.0,19.235384061671343,94.0,101.83319694480774,19.4164878389476,3.605551275463989,13.92838827718412,97.5909831900468,88.0056816347672,9.055385138137416,1.4142135623730951,8.0,89.00561780022652,94.79451460923254,12.806248474865695,1.4142135623730951,11.180339887498947,91.28526715741155,92.02173656261871,10.44030650891055,3.0,12.16552506059644,92.0,89.10667763978185,15.556349186104043,5.0,13.41640786499874,92.097774131626,95.1892851112981,14.0356688476182,1.4142135623730951,14.0,97.0,88.45903006477066,12.529964086141668,3.1622776601683795,15.0,89.27485648266257,Complete,0.883,10.634683493938208,92.375,12.125,2.625,13.125,92.625
3,3452.0,3220.0,3268.5,3396.0,3431.0,3215.0,3284.0,3403.0,3333.6875,75.69972255081441,26.075355583948767,-13.76078511179124,-61.92751306414704,-106.09081634885216,-152.9494029929139,166.23921488820875,119.05460409907714,88.05112151472007,8.246211251235321,3.0,11.180339887498947,92.0,94.76286192385707,13.601470508735444,2.23606797749979,12.16552506059644,96.16652224137046,88.05112151472007,7.0,1.4142135623730951,8.602325267042627,93.02150289046077,89.09545442950498,13.92838827718412,4.47213595499958,10.816653826391969,89.09545442950498,84.00595217006948,11.704699910719626,4.123105625617661,14.560219778561036,87.0,91.2414379544733,12.083045973594572,4.47213595499958,12.083045973594572,88.41379982785493,89.02246907382428,10.770329614269007,3.0,12.36931687685298,91.0494371207203,86.27861844049197,13.92838827718412,2.0,14.317821063276352,91.21951545584967,Complete,0.9296,12.22475033666714,88.625,10.0,2.875,11.625,90.875
328,849.0,693.0,936.5,766.0,995.0,896.0,1097.5,673.5,0.0,81.86989764584403,29.74488129694222,-12.264773727892402,-63.99665415548856,-88.15238973400541,-151.3895403340348,173.8298249049704,133.3316625517067,93.02150289046077,27.73084924772409,22.13594362117865,30.083217912982647,75.23961722390672,91.92388155425118,33.28663395418648,31.064449134018133,34.40930106817051,83.48652585896721,86.09297300012354,25.70992026436488,18.97366596101028,13.0,91.02197536858888,91.93475947648965,21.18962010041709,24.04163056034261,44.82186966202994,84.50443775329198,88.0056816347672,12.16552506059644,13.601470508735444,14.317821063276352,95.0210502993942,110.34491379306978,55.80322571321482,68.8839603971781,80.62257748298549,126.372465355393,87.00574693662483,10.44030650891055,9.219544457292889,25.019992006393608,92.02173656261871,92.9569792968769,71.84010022264724,55.44366510251645,36.76955262170047,113.86395390991832,Unrecognizable,0.7657,24.34261447074977,92.25,31.625,30.0,34.5,94.875
114,3495.5,3577.5,3542.5,3446.5,3446.5,3521.0,3515.5,3550.0,3511.875,73.30075576600639,30.579226872489016,-12.264773727892402,-65.37643521383639,-113.05130091647302,-161.17528998175993,159.92847413546127,115.51387042753426,90.0,11.40175425099138,2.0,10.44030650891055,91.0,92.63368717696602,5.830951894845301,5.0,17.804493814764857,92.63368717696602,93.04837451562494,11.04536101718726,2.23606797749979,10.816653826391969,90.0222194794152,92.097774131626,14.422205101855956,0.0,14.212670403551895,92.69843580125828,89.05054744357274,14.866068747318506,2.23606797749979,13.0,91.00549433962765,95.524865872714,15.811388300841896,1.4142135623730951,7.615773105863909,86.37129152675674,88.0,18.027756377319943,1.0,17.26267650163207,88.0,92.65527507918802,14.422205101855956,4.47213595499958,14.317821063276352,89.09545442950498,Complete,0.9846,14.605448391388713,91.375,10.625,2.125,12.75,89.875
104,3335.0,3290.5,3346.5,3300.0,3353.5,3293.5,3299.5,3361.5,3322.5,73.30075576600639,29.60445074600491,-11.768288932020644,-61.476881393687975,-112.24902365721238,-151.99082329198615,163.41266144307258,117.05059700708614,94.00531899844816,8.94427190999916,1.4142135623730951,13.038404810405298,94.0850678907126,96.16652224137046,11.6619037896906,3.605551275463989,13.892443989449804,94.06912352095134,89.05054744357274,8.246211251235321,1.4142135623730951,9.219544457292889,88.02272433866155,84.8528137423857,12.206555615733702,2.0,16.64331697709324,89.80534505250787,90.00555538409837,13.0,3.1622776601683795,10.44030650891055,92.00543462209176,87.04596486914255,13.0,2.0,10.816653826391969,88.41379982785493,96.04686356149271,10.770329614269007,1.0,9.486832980505138,97.0051545022222,82.73451516749222,18.027756377319943,2.0,17.88854381999832,82.03657720797473,Complete,0.9316,19.073207214227843,89.75,10.5,1.875,12.125,90.5
92,3129.0,3334.5,3212.0,3340.5,3285.5,1613.0,1617.0,1395.5,2615.875,70.86635679409451,26.56505117707799,-11.309932474020211,-60.10109816138544,-110.409882833804,-153.434948822922,161.17528998175993,115.08359400619092,90.0222194794152,12.083045973594572,2.23606797749979,12.649110640673518,88.0,93.34880824091972,8.94427190999916,2.23606797749979,11.40175425099138,89.10667763978185,89.05054744357274,8.246211251235321,2.23606797749979,8.06225774829855,86.02325267042627,90.50966799187808,8.602325267042627,3.1622776601683795,11.31370849898476,89.10667763978185,91.0,11.704699910719626,2.23606797749979,9.433981132056603,89.05054744357274,94.06912352095134,10.0,2.0,12.529964086141668,96.17692030835671,92.02173656261871,12.0,1.0,11.704699910719626,93.02150289046077,81.39410298049853,12.083045973594572,1.0,6.4031242374328485,81.32035415564789,Complete,0.9354,3.0525513472204757,90.0,8.75,1.875,10.0,88.875
72,3239.0,3336.0,3429.0,3298.0,3334.5,3363.0,3466.5,3356.5,3352.8125,76.23921488820876,31.759480084812797,-17.198541220065866,-64.59228189105153,-113.05130091647302,-154.39781244855823,158.74949449286677,118.6104596659652,93.00537618869136,14.866068747318506,3.0,16.492422502470642,95.00526301210895,92.02173656261871,9.433981132056603,2.23606797749979,11.180339887498947,91.21951545584967,91.0,8.54400374531753,1.0,10.295630140987,93.0,91.21951545584967,13.0,1.4142135623730951,10.295630140987,92.69843580125828,89.05054744357274,14.317821063276352,1.0,13.41640786499874,91.0494371207203,89.10667763978185,15.811388300841896,1.0,10.0,87.68124086713189,83.09632964216891,11.704699910719626,5.0990195135927845,11.180339887498947,90.0222194794152,86.97700845625813,13.0,1.0,12.041594578792296,84.86459803710851,Complete,0.9525,19.482690954249318,89.25,11.375,1.875,11.625,90.375
80,3372.5,3343.5,3378.0,3391.0,3385.0,3372.5,3345.0,3428.5,3377.0,72.97947438848014,33.36636600105956,-15.1540680503126,-62.447188423282206,-112.61986494804044,-154.9164059938091,162.71850162818336,121.37300514010845,93.0,13.892443989449804,5.0,12.083045973594572,95.00526301210895,93.60555539069249,10.0,1.0,10.198039027185567,91.2414379544733,88.0056816347672,9.219544457292889,0.0,7.0,87.02298546935747,84.8999411071645,5.830951894845301,1.0,10.44030650891055,96.93812459502196,85.09406559801923,11.180339887498947,1.0,11.704699910719626,85.00588214941364,88.41379982785493,10.295630140987,1.4142135623730951,9.219544457292889,88.41379982785493,94.13288479590966,15.231546211727816,3.605551275463989,15.297058540778355,93.00537618869136,89.19641248391103,11.180339887498947,1.0,11.704699910719626,87.0,Complete,0.9737,12.203312251694795,89.25,9.0,1.625,10.625,90.25
156,3176.5,3309.5,3233.0,3128.0,3158.5,3249.0,3256.5,3247.5,3219.8125,72.64597536373867,28.70595254340109,-15.1540680503126,-60.10109816138544,-108.43494882292202,-146.88865803962798,162.71850162818336,119.05460409907714,95.00526301210895,6.082762530298219,10.04987562112089,16.492422502470642,100.0,91.96738552334736,13.601470508735444,2.23606797749979,13.038404810405298,89.8276126811795,89.00561780022652,11.180339887498947,0.0,11.704699910719626,86.02325267042627,87.68124086713189,9.486832980505138,2.0,12.083045973594572,95.42536350467836,91.0,14.866068747318506,3.0,11.40175425099138,91.0494371207203,83.48652585896721,13.41640786499874,1.0,9.0,85.56284240252891,92.02173656261871,11.04536101718726,1.0,9.055385138137416,87.02298546935747,82.75868534480233,14.866068747318506,5.0990195135927845,14.7648230602334,91.2414379544733,Complete,0.9258,23.69713683541244,88.75,10.125,3.0,11.875,90.5
147,3054.0,3413.5,3393.0,3262.5,3343.0,3462.0,3456.5,3223.0,3325.9375,72.71850162818336,30.784146526326445,-11.944177188446332,-60.832386620422206,-104.32271997820357,-153.434948822922,161.93952806380082,110.1706534118504,94.02127418834527,7.071067811865476,2.23606797749979,9.219544457292889,96.00520819205592,89.8276126811795,18.384776310850235,1.0,13.0,89.80534505250787,86.00581375697809,10.44030650891055,1.4142135623730951,8.06225774829855,86.0,89.10667763978185,8.06225774829855,1.0,9.848857801796104,92.69843580125828,87.02298546935747,8.602325267042627,1.0,7.810249675906654,87.02298546935747,86.2670273047588,13.0,0.0,10.63014581273465,87.0,95.08417323613853,15.652475842498529,8.06225774829855,13.341664064126334,92.02173656261871,87.20665112249179,14.7648230602334,2.23606797749979,9.433981132056603,84.8999411071645,Complete,0.9561,7.869552021394415,89.125,10.75,2.0,9.75,89.125
227,3176.0,3279.5,3162.5,3217.0,3126.0,3298.5,3213.5,3226.5,0.0,74.19748604606448,35.53767779197438,-2.602562202499806,-58.10920819815429,-99.46232220802564,-136.04162667600997,160.6651914621736,116.07535558394878,83.00602387778854,16.492422502470642,12.041594578792296,14.142135623730953,75.23961722390672,91.8313671900838,17.0,9.219544457292889,10.198039027185567,80.80222769206304,88.14193099768123,7.615773105863909,8.94427190999916,9.219544457292889,80.22468448052632,89.80534505250787,17.11724276862369,17.029386365926403,22.62741699796952,88.72992730753249,92.0869154657707,16.0,10.44030650891055,26.0768096208106,75.0,99.62429422585636,9.433981132056603,17.11724276862369,14.0356688476182,71.449282711585,80.09993757800315,11.180339887498947,6.4031242374328485,15.652475842498529,76.10519036176179,84.86459803710851,7.615773105863909,5.385164807134504,3.605551275463989,92.097774131626,Incomplete,0.9265,22.092357160313085,88.25,11.875,10.5,14.125,79.625
126,3424.0,3355.0,3330.0,3422.5,3482.0,3477.5,3412.0,3366.5,3408.6875,72.21611155730749,28.00917670801384,-17.281498371816642,-61.18920625702695,-111.1247191460725,-151.3895403340348,162.34987578006988,121.79891282429443,89.02246907382428,15.132745950421556,1.0,16.278820596099706,91.08786966440702,89.8276126811795,15.231546211727816,2.23606797749979,15.524174696260024,93.34880824091972,93.02150289046077,11.180339887498947,1.4142135623730951,12.529964086141668,89.00561780022652,96.16652224137046,11.704699910719626,1.0,15.652475842498529,94.17536832951598,87.05170877128145,12.16552506059644,2.0,8.0,88.02272433866155,89.1403387922662,12.649110640673518,1.0,11.704699910719626,88.3911760301898,97.18538984847466,9.848857801796104,0.0,12.083045973594572,92.00543462209176,80.61017305526642,13.41640786499874,2.0,13.0,84.21995013059554,Complete,0.9091,11.94872091184938,90.0,11.125,1.25,12.75,89.875
335,469.0,1390.0,3272.5,806.5,1252.0,1554.0,4350.0,1648.0,0.0,89.36340642403653,24.842389105455187,-14.534455080540122,-58.67130713219584,-99.16234704572172,-149.62087398863164,154.39781244855823,98.13010235415598,50.96076922496363,26.627053911388696,25.238858928247925,24.08318915758459,55.44366510251645,75.0066663703967,18.24828759089466,26.627053911388696,42.190046219457976,92.9569792968769,84.00595217006948,7.211102550927978,6.082762530298219,55.03635162326805,58.137767414994535,87.68124086713189,22.13594362117865,16.1245154965971,12.649110640673518,57.8013840664737,78.23042886243178,21.18962010041709,13.038404810405298,15.811388300841896,84.34453153583817,61.71709649683789,12.806248474865695,15.033296378372908,25.0,74.27651041883968,60.07495318350236,8.06225774829855,28.231188426986208,14.866068747318506,48.373546489791295,146.03081866510234,44.68780594300866,34.48187929913333,41.7612260356422,113.1370849898476,Unrecognizable,0.7559,21.77689854346032,80.125,22.25,20.375,28.5,72.625
17,3479.5,3458.0,3430.0,3399.0,3490.5,3461.5,3491.5,3478.5,3461.0625,73.30075576600639,29.1676133795778,-17.700427788667195,-63.43494882292201,-110.4328286793987,-153.434948822922,161.565051177078,118.14160123226172,92.0,8.246211251235321,2.23606797749979,10.04987562112089,95.0,94.76286192385707,14.560219778561036,2.8284271247461903,12.083045973594572,94.04786015641186,86.00581375697809,8.246211251235321,2.23606797749979,10.770329614269007,87.0,81.34494452638098,9.219544457292889,1.0,10.63014581273465,94.04786015641186,85.05292469985967,13.341664064126334,3.605551275463989,13.152946437965904,87.00574693662483,88.41379982785493,15.811388300841896,2.0,11.180339887498947,86.97700845625813,92.00543462209176,11.40175425099138,4.47213595499958,9.486832980505138,93.0,90.52071586106683,13.601470508735444,1.0,11.40175425099138,85.56284240252891,Complete,0.9147,20.34379531035412,88.5,10.5,2.125,10.75,90.125
52,3046.5,3279.5,3265.5,3300.0,1782.5,3518.0,3244.5,3151.5,3073.5,75.37912601136834,29.291362170984254,-12.264773727892402,-62.87869659584134,-112.44275336529437,-158.40468955103233,159.44395478041653,114.5377284765778,96.02083107326244,17.11724276862369,8.54400374531753,18.24828759089466,93.04837451562494,95.524865872714,15.620499351813308,1.0,10.63014581273465,90.50966799187808,91.08786966440702,8.06225774829855,0.0,9.0,90.00555538409837,86.97700845625813,10.816653826391969,0.0,11.40175425099138,91.93475947648965,89.00561780022652,13.152946437965904,2.0,10.04987562112089,98.0,87.72684879784524,7.280109889280518,1.0,9.433981132056603,90.02777349240623,89.0,11.704699910719626,1.0,7.071067811865476,91.02197536858888,86.31338250816034,8.602325267042627,1.0,9.848857801796104,90.60905032059436,Complete,0.922,17.95953066189986,89.875,9.875,1.75,10.375,91.625
26,1514.5,2181.0,2881.5,3343.0,3284.5,1580.0,3017.5,1587.5,2423.6875,71.56505117707799,28.00917670801384,-15.780753309515392,-62.35402463626132,-103.78159723565363,-151.78264414527072,159.90476880809518,118.92642583525362,91.0,13.0,6.082762530298219,8.246211251235321,94.00531899844816,89.8276126811795,12.529964086141668,2.23606797749979,9.219544457292889,89.09545442950498,94.02127418834527,10.04987562112089,1.0,10.770329614269007,92.0869154657707,89.80534505250787,11.704699910719626,1.4142135623730951,10.816653826391969,90.55385138137416,84.00595217006948,9.486832980505138,2.23606797749979,8.06225774829855,90.00555538409837,93.43446901438462,13.601470508735444,1.0,9.899494936611664,96.87620966986684,95.00526301210895,9.219544457292889,1.0,8.246211251235321,96.04686356149271,90.60905032059436,10.295630140987,2.0,10.0,91.92388155425118,Complete,0.927,14.49721944374626,90.625,9.875,2.0,9.0,92.25
250,3282.5,3343.5,3219.5,3316.0,3327.5,3385.5,3373.0,3335.0,0.0,69.86369657175187,27.407575437818405,-4.969740728110304,-69.04422326936782,-95.31454566994476,-152.9494029929139,158.4286928087454,113.05130091647302,82.15229759416349,18.68154169226941,7.615773105863909,11.04536101718726,95.0,82.75868534480233,5.385164807134504,14.7648230602334,23.021728866442675,84.20213774008353,93.53608929178084,12.529964086141668,12.206555615733702,13.341664064126334,91.08786966440702,91.43850392476902,11.40175425099138,5.656854249492381,17.204650534085253,87.45856161634491,90.55385138137416,18.027756377319943,10.04987562112089,20.09975124224178,81.2219182240853,72.91776189653656,8.94427190999916,10.198039027185567,13.892443989449804,75.7429864739964,79.05694150420949,11.0,12.649110640673518,15.132745950421556,87.00574693662483,93.33809511662427,13.41640786499874,2.23606797749979,22.02271554554524,107.71258050942797,Incomplete,0.8417,20.284857113714654,85.25,12.125,9.0,16.75,88.375
210,3177.0,3321.0,3028.0,2579.0,2341.0,2768.5,2800.0,2993.5,0.0,70.42687416958981,30.96375653207352,-14.03624346792648,-66.03751102542182,-106.92751306414704,-151.0490047925332,165.42578380196127,117.0955524937518,93.00537618869136,6.708203932499369,5.385164807134504,10.770329614269007,94.02127418834527,89.09545442950498,14.560219778561036,6.4031242374328485,16.278820596099706,94.06912352095134,98.08159868191385,17.88854381999832,9.0,9.433981132056603,91.26883367283708,96.16652224137046,17.029386365926403,8.06225774829855,14.212670403551895,97.58073580374356,92.00543462209176,23.08679276123039,8.246211251235321,9.055385138137416,82.00609733428362,79.93122043357026,10.63014581273465,2.0,10.816653826391969,90.60905032059436,86.05230967266364,10.0,6.324555320336759,13.152946437965904,73.00684899377592,92.65527507918802,16.278820596099706,2.23606797749979,8.0,85.58621384311844,Incomplete,0.9076,33.78081052705166,90.625,13.625,5.75,11.125,88.25
51,3392.0,3348.0,3470.5,3372.0,3400.5,3411.0,3466.5,3333.0,3399.1875,70.90650799951439,27.59729586864372,-18.43494882292201,-60.25511870305778,-111.5713071912546,-154.9831065219,157.47943439710312,117.12130340415868,87.0,16.15549442140351,5.0990195135927845,17.029386365926403,93.04837451562494,94.76286192385707,14.317821063276352,2.0,12.649110640673518,89.1403387922662,89.1403387922662,9.0,3.1622776601683795,11.180339887498947,86.02325267042627,87.68124086713189,10.770329614269007,1.0,9.433981132056603,87.0,92.02173656261871,11.40175425099138,6.082762530298219,12.041594578792296,91.19758768739445,89.80534505250787,13.41640786499874,1.0,10.816653826391969,95.46203433826454,97.082439194738,10.44030650891055,2.0,8.0,96.04686356149271,87.72684879784524,10.0,1.4142135623730951,11.31370849898476,90.55385138137416,Complete,0.9446,18.64063071485161,90.25,10.625,2.625,11.25,90.875
179,3376.5,3509.0,3480.0,3390.0,3325.5,3523.5,3479.0,3388.5,3434.0,73.30075576600639,27.0955524937518,-15.945395900922854,-64.98310652189998,-110.95577673063218,-150.8323866204222,162.97947438848016,120.25643716352928,92.02173656261871,13.341664064126334,5.0990195135927845,11.180339887498947,95.00526301210895,91.93475947648965,8.94427190999916,1.4142135623730951,11.40175425099138,91.96738552334736,90.0222194794152,9.055385138137416,1.0,6.324555320336759,89.0,86.31338250816034,11.180339887498947,1.4142135623730951,10.295630140987,91.93475947648965,91.0,12.529964086141668,1.0,11.40175425099138,91.0494371207203,92.097774131626,10.295630140987,1.0,9.848857801796104,90.52071586106683,89.02246907382428,10.44030650891055,0.0,9.486832980505138,90.0222194794152,79.90619500389191,14.212670403551895,3.1622776601683795,11.6619037896906,89.09545442950498,Complete,0.9402,12.474909231811036,88.75,9.625,1.625,9.75,90.75
242,3364.5,3465.5,3411.0,3390.0,3395.0,3420.5,3402.5,3436.0,0.0,71.91655461695134,31.6075022462489,-9.462322208025617,-58.81502534126161,-107.41797079220284,-150.8323866204222,162.71850162818336,123.97654403625688,92.04890004774636,8.246211251235321,13.038404810405298,11.6619037896906,84.02380615040002,94.49338601193207,10.0,8.246211251235321,17.69180601295413,88.72992730753249,92.04890004774636,11.04536101718726,1.4142135623730951,15.033296378372908,90.19977827023745,93.38094023943002,9.219544457292889,9.486832980505138,16.401219466856727,109.04127658827184,89.27485648266257,15.231546211727816,4.123105625617661,22.13594362117865,85.00588214941364,88.72992730753249,24.698178070456937,12.041594578792296,10.04987562112089,67.80117993073571,93.00537618869136,12.041594578792296,14.7648230602334,23.853720883753127,90.0499861188218,80.15609770940699,19.697715603592208,5.830951894845301,15.811388300841896,85.58621384311844,Incomplete,0.9024,6.448621701185572,90.125,13.75,8.25,16.125,87.25
356,668.5,1720.5,2539.0,774.0,551.0,642.5,969.5,660.0,0.0,95.71059313749964,43.91907581333932,8.615648184164113,-53.569141879837645,-109.09349200048564,-153.97040780848653,162.89727103094762,117.699472808055,112.14722466472364,41.593268686170845,43.32435804486894,60.13318551349163,115.1086443322134,100.20977996183804,56.08029957123981,20.396078054371134,9.219544457292889,83.24061508662703,102.18121158021177,15.524174696260024,7.071067811865476,8.602325267042627,91.08786966440702,84.17244204607586,15.0,5.0,13.601470508735444,93.38094023943002,95.00526301210895,44.28317965096906,32.01562118716424,23.0,58.034472514187634,106.1508360777248,67.89698078707183,70.83784299369935,82.3286098510111,129.72663566130126,92.00543462209176,18.027756377319943,21.095023109728988,38.01315561749642,138.0905500025255,94.04786015641186,30.80584360149873,36.069377593742864,46.66904755831214,93.72299611087983,Unrecognizable,0.8007,50.00504071489197,98.125,36.125,29.25,34.875,100.0
149,1558.0,3004.5,3372.0,3146.5,1551.0,1622.5,3120.0,3361.5,2592.0,73.30075576600639,31.6075022462489,-14.620873988631656,-60.57254359681026,-107.35402463626131,-158.40468955103233,160.4975514933378,117.51200262385144,86.02325267042627,9.0,2.23606797749979,8.54400374531753,95.00526301210895,95.524865872714,12.649110640673518,2.23606797749979,10.770329614269007,91.92388155425118,88.02272433866155,12.36931687685298,1.0,12.041594578792296,86.00581375697809,88.41379982785493,13.92838827718412,0.0,14.7648230602334,92.097774131626,83.15046602394962,16.64331697709324,3.1622776601683795,8.246211251235321,86.05230967266364,92.69843580125828,14.212670403551895,2.23606797749979,8.246211251235321,91.93475947648965,91.00549433962765,10.770329614269007,3.605551275463989,12.36931687685298,88.0056816347672,84.17244204607586,15.231546211727816,6.4031242374328485,16.1245154965971,85.56284240252891,Complete,0.8638,15.785232263733684,88.375,11.75,2.375,11.0,89.25
208,3301.5,3308.5,3586.0,3561.5,3223.5,3554.0,3130.5,2964.5,0.0,79.69515353123397,33.996459148250494,-8.2758928270752,-65.22485943116808,-107.52556837372288,-163.17859010995917,154.9831065219,122.12499844038751,83.09632964216891,10.770329614269007,4.47213595499958,11.180339887498947,91.02197536858888,91.2414379544733,8.48528137423857,7.810249675906654,16.278820596099706,81.32035415564789,80.09993757800315,13.152946437965904,7.0,22.02271554554524,75.05997601918082,91.92388155425118,20.518284528683196,4.242640687119285,15.297058540778355,92.02173656261871,92.00543462209176,9.055385138137416,9.055385138137416,20.223748416156685,86.09297300012354,90.52071586106683,11.180339887498947,5.385164807134504,9.219544457292889,103.27632836231156,93.1933474020544,8.602325267042627,1.0,6.324555320336759,94.64142856064674,85.9127464349732,13.601470508735444,5.0990195135927845,8.48528137423857,86.31338250816034,Incomplete,0.8302,16.31650395980661,88.125,10.625,5.25,13.375,88.5
230,3390.0,3388.5,3310.5,3465.0,3529.0,3350.5,3349.0,3431.5,0.0,79.79602627826831,29.74488129694222,-20.282559088916607,-61.50436138175502,-99.65989307844234,-154.48612957246576,158.58703052512826,121.32869286780416,93.04837451562494,10.816653826391969,6.708203932499369,6.0,90.0222194794152,89.8276126811795,3.605551275463989,6.324555320336759,8.602325267042627,86.27861844049197,87.5728268357257,12.649110640673518,7.071067811865476,11.04536101718726,81.00617260431454,85.63293758829018,13.41640786499874,8.54400374531753,12.206555615733702,73.7563556583431,91.54780172128658,20.024984394500787,13.038404810405298,10.770329614269007,90.0,94.75230867899737,16.401219466856727,17.26267650163207,26.0768096208106,86.97700845625813,84.02380615040002,15.811388300841896,11.180339887498947,12.041594578792296,82.38931969618392,78.56844150166147,17.0,5.830951894845301,17.804493814764857,82.80700453464067,Incomplete,0.9524,8.30002108126354,87.625,12.75,9.125,12.75,83.75
287,958.0,1189.0,1025.0,3004.5,1285.0,885.5,1247.5,1094.0,0.0,78.46537934635528,30.52970589993411,-15.461217740441905,-61.1134182330893,-104.03624346792648,-152.78388844269253,153.92464441605125,124.59228868750996,110.00454536063498,27.85677655436824,44.14748010928823,51.419840528729765,117.27744881263403,96.89685237405806,26.0768096208106,26.90724809414742,27.80287754891569,63.702433234531945,94.0850678907126,28.635642126552707,26.30589287593181,28.0713376952364,80.0,49.51767361255979,7.071067811865476,2.0,7.615773105863909,69.52697318307479,106.23088063270492,25.80697580112788,27.073972741361768,32.2490309931942,85.0235261559999,118.8276062201036,62.96824596572466,46.22769732530488,42.63801121065568,112.60994627474076,95.33624704172072,30.265491900843116,17.26267650163207,34.713109915419565,89.05054744357274,82.07313811473277,30.4138126514911,15.264337522473747,21.95449840010015,73.60027173862879,Broken,0.6769,19.631152971990044,93.75,27.75,25.375,30.25,86.0
241,3482.0,3503.0,3455.5,3521.5,3539.0,3496.5,3398.0,3474.0,0.0,69.04422326936782,26.56505117707799,-14.03624346792648,-57.33908727832619,-106.55707137563664,-151.0735741647464,159.59011716619602,134.2151753970081,90.0,9.486832980505138,12.16552506059644,16.278820596099706,88.02272433866155,93.33809511662427,8.246211251235321,18.0,12.727922061357855,84.1486779456457,94.00531899844816,15.652475842498529,10.63014581273465,8.06225774829855,94.00531899844816,82.80700453464067,11.180339887498947,11.40175425099138,16.401219466856727,73.55270219373317,92.04890004774636,23.08679276123039,23.769728648009423,21.633307652783937,88.52683209061533,95.5876561068426,17.11724276862369,10.04987562112089,14.212670403551895,85.63293758829018,93.00537618869136,14.142135623730953,8.94427190999916,8.54400374531753,79.1012010022604,89.30845424706443,15.811388300841896,7.071067811865476,7.280109889280518,78.77182237323191,Incomplete,0.9114,21.403153730828336,91.0,13.25,12.375,12.75,83.625
