area1,area2,area3,area4,area5,area6,area7,area8,mean_heart,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,dist_gap1_1,dist_gap1_2,dist_gap1_3,dist_gap2_1,dist_gap2_2,dist_gap2_3,dist_gap3_1,dist_gap3_2,dist_gap3_3,dist_gap4_1,dist_gap4_2,dist_gap4_3,dist_gap5_1,dist_gap5_2,dist_gap5_3,dist_gap6_1,dist_gap6_2,dist_gap6_3,dist_gap7_1,dist_gap7_2,dist_gap7_3,dist_gap8_1,dist_gap8_2,dist_gap8_3,class,simi,diff,avg_dis1,avg_dis2,avg_dis3
4557.0,4349.5,4449.5,4738.0,4594.0,4514.0,5152.0,4886.5,4655.0625,66.63565552394037,24.41073983949205,-20.65258393111358,-65.19433424518398,-111.80140948635182,-156.34578664908975,158.93102506806878,112.12194197188184,0.0,0.0,0.0,0.0,21.213203435596427,0.0,0.0,20.615528128088304,42.01190307520001,0.0,0.0,0.0,0.0,24.08318915758459,0.0,0.0,12.083045973594572,0.0,56.63920903402519,15.811388300841896,0.0,0.0,0.0,0.0,Asymmetrical,0.7957,11.489974610289332,7.0,9.625,5.25
4476.0,4377.0,4492.0,4334.5,4383.0,4329.0,4296.5,4361.0,4381.125,68.04559814158262,23.19859051364819,-21.644435140713995,-66.85719893270577,-113.14280106729424,-158.510401201401,157.02305549681125,114.51298580666928,45.0111097397076,10.198039027185567,49.25444142409901,8.54400374531753,0.0,40.36087214122113,45.27692569068709,20.024984394500787,53.23532661682466,39.01281840626232,0.0,51.85556864985669,41.72529209005013,13.341664064126334,51.19570294468082,46.84015371452148,8.246211251235321,48.16637831516918,41.77319714841085,13.41640786499874,42.42640687119285,45.0111097397076,8.54400374531753,45.27692569068709,Complete,0.9497,5.219047327933182,38.75,12.625,47.375
4359.0,4080.0,4293.0,4254.5,4254.0,4177.0,4268.0,4276.5,4245.25,66.9649555108147,22.3354425653039,-21.72419150141384,-66.63565552394037,-112.19545952867897,-157.96377305985456,157.87805802811815,110.65258393111358,56.32051136131489,13.0,48.04164859785725,5.0,16.15549442140351,39.82461550347976,57.62811813689564,14.317821063276352,54.91812087098393,44.10215414239989,0.0,46.86149805543992,42.44997055358225,15.231546211727816,47.8539444560216,46.84015371452148,14.317821063276352,45.27692569068709,49.49747468305833,14.866068747318506,34.0147027033899,56.32051136131489,5.0,57.62811813689564,Complete,0.9605,7.827944004486568,44.375,13.875,46.25
4139.0,4226.5,4162.0,4099.0,4304.0,3784.0,4012.5,4243.5,4121.3125,68.19859051364818,21.097949588989152,-23.1394617632117,-66.29735404903377,-114.09201952899036,-159.59011716619602,158.19859051364818,109.17900802581072,57.27128425310541,14.0356688476182,39.01281840626232,30.23243291566195,22.20360331117452,44.654227123532216,56.08029957123981,22.360679774997894,38.07886552931954,41.0,11.40175425099138,77.20103626247513,40.36087214122113,25.317977802344327,64.28063471995279,59.43904440685432,22.09072203437452,32.64965543462902,62.42595614005443,18.43908891458577,36.6742416417845,57.27128425310541,30.23243291566195,56.08029957123981,Asymmetrical,0.8738,15.649835900910457,50.25,22.75,48.25
4471.0,4698.5,4524.0,4695.5,4494.5,4440.0,4447.5,4454.5,4528.1875,68.34956718532978,23.46607586967372,-21.420459119209895,-66.80140948635182,-113.41603075823042,-158.57954088079012,158.12652038874882,113.355564859286,36.345563690772494,12.083045973594572,36.05551275463989,13.038404810405298,10.770329614269007,41.72529209005013,39.6232255123179,13.41640786499874,51.35172830587107,44.10215414239989,14.317821063276352,52.20153254455275,40.311288741492746,5.385164807134504,46.87216658103186,46.84015371452148,13.0,52.40229002629561,33.421549934136806,9.219544457292889,51.24451190127583,36.345563690772494,13.038404810405298,39.6232255123179,Complete,0.9295,5.309818478218857,35.875,16.375,46.0
4415.5,4617.0,4317.0,4422.5,4475.5,4580.0,4593.5,4476.5,4487.1875,67.81965569798277,22.873665190626717,-21.879151337575287,-67.18667789344798,-113.58165114484989,-158.81382355960085,156.90870482818192,112.24902365721238,43.10452412450461,11.704699910719626,45.0,10.44030650891055,11.180339887498947,45.967379738244816,39.698866482558415,12.083045973594572,93.81364506296512,21.02379604162864,0.0,38.948684188300895,41.77319714841085,14.0356688476182,46.87216658103186,48.70318264754368,18.601075237738275,42.5205832509386,34.713109915419565,15.524174696260024,48.010415536631214,43.10452412450461,10.44030650891055,39.698866482558415,Complete,0.9388,6.808680818896793,34.875,15.5,49.5
4326.0,4044.0,1753.0,1713.5,3281.5,3034.0,2979.5,4526.0,3207.1875,67.7297320799447,20.10623479835933,-30.1515479818221,-77.03291601687874,-112.24902365721238,-160.37774386134916,157.83365417791757,113.81865049973376,93.1933474020544,13.038404810405298,109.16501271011695,8.54400374531753,17.46424919657298,54.56189146281496,111.50336317797772,15.652475842498529,18.43908891458577,31.400636936215164,7.211102550927978,73.38937252763509,7.280109889280518,14.866068747318506,79.05694150420949,76.05918747922567,2.8284271247461903,8.94427190999916,74.73285756613352,20.8806130178211,91.0494371207203,93.1933474020544,8.54400374531753,111.50336317797772,Broken,0.6938,50.70947604513895,61.625,20.875,67.875
3220.5,4922.0,4620.5,4185.5,4151.0,2784.0,4761.5,5000.0,4205.625,72.27237054562225,22.425861921351792,-21.25050550713324,-69.0202467972649,-111.96056402009648,-158.93102506806878,150.82392093202148,113.91960292007748,48.010415536631214,0.0,97.16480844420988,5.385164807134504,12.206555615733702,26.90724809414742,53.0754180388624,14.0356688476182,89.26925562588724,62.64982043070834,11.180339887498947,76.69419795525604,46.09772228646444,14.866068747318506,57.0087712549569,33.24154027718932,15.556349186104043,60.10823570859488,56.85068161420758,14.560219778561036,49.04079934095692,48.010415536631214,5.385164807134504,53.0754180388624,Irregular,0.8048,21.5273364211384,43.875,15.0,63.375
4284.0,4311.0,4274.5,4055.5,4205.0,4267.5,4163.0,4148.5,4213.625,67.89055165624833,22.873665190626717,-21.95440185841738,-67.34810834790942,-112.26658827331238,-157.96377305985456,157.02305549681125,111.8791513375753,44.40720662234904,18.384776310850235,52.03844732503075,14.866068747318506,17.46424919657298,45.34313619501854,47.4236228055175,10.816653826391969,58.215118311311535,25.019992006393608,19.313207915827967,42.63801121065568,49.49747468305833,17.46424919657298,52.009614495783374,43.56604182158393,14.422205101855956,43.93176527297759,43.41658669218482,17.08800749063506,52.23983154643591,44.40720662234904,14.866068747318506,47.4236228055175,Complete,0.9501,7.478113496661511,38.625,20.125,48.875
3137.0,1161.5,5087.5,2750.0,4865.0,4585.5,4579.0,4970.0,3891.9375,70.801152716148,18.79229832348605,-21.879151337575287,-62.35402463626132,-114.37012005387383,-161.565051177078,157.53325007900426,115.30137862541972,59.00847396772772,14.317821063276352,52.009614495783374,19.1049731745428,9.219544457292889,16.64331697709324,101.13851887386922,40.162171256046406,40.49691346263317,72.49827584156743,9.848857801796104,38.91015291668744,113.84638773364748,16.97056274847714,64.07027391856539,101.04454463255304,5.0,32.526911934581186,59.81638571495272,42.44997055358225,45.60701700396552,59.00847396772772,19.1049731745428,101.13851887386922,Broken,0.7383,61.11318061599587,72.875,19.625,48.5
4240.0,3788.0,3223.5,4013.5,4170.0,4036.5,4304.5,3825.0,3950.125,68.81382355960088,23.7203955723046,-21.65043281467022,-65.69545073406329,-111.40517943011854,-160.01689347810003,154.61209370890407,110.16260399078604,49.09175083453431,8.246211251235321,43.01162633521314,9.055385138137416,16.55294535724685,80.2807573457052,56.586217403180434,16.55294535724685,45.17742799230607,41.0,18.867962264113206,65.19202405202648,46.04345773288535,19.313207915827967,48.010415536631214,55.326304774492215,14.0356688476182,61.61980201201558,37.20215047547655,22.360679774997894,35.12833614050059,49.09175083453431,9.055385138137416,56.586217403180434,Asymmetrical,0.8101,15.879166843783455,42.75,16.875,54.125
4848.5,2789.5,4117.5,4046.5,4990.5,3456.0,5205.5,3873.0,4165.875,66.74428509898533,20.323136829662943,-22.619864948040423,-66.91486632719173,-108.93533592171424,-149.53445508054014,159.24167572845357,112.61986494804044,45.044422518220834,32.31098884280702,65.0,5.0990195135927845,10.04987562112089,38.897300677553446,61.554853586049575,8.06225774829855,38.0,10.04987562112089,9.848857801796104,55.22680508593631,37.48332962798263,15.264337522473747,74.10802925459562,43.10452412450461,17.029386365926403,44.7213595499958,47.4236228055175,13.152946437965904,77.41446893184762,45.044422518220834,5.0990195135927845,61.554853586049575,Irregular,0.8293,35.332510541223755,36.625,21.625,56.5
5248.0,5019.0,2806.5,3130.5,6836.0,3489.5,1188.0,2304.0,3752.6875,67.23803271556451,26.8219812015815,-19.24952587268173,-64.86704500708666,-113.74949449286676,-160.8870262663267,150.90311120047198,110.55604521958348,18.43908891458577,39.81205847478876,45.0111097397076,22.84731931759173,30.01666203960727,128.22246293064254,40.52159917870962,18.384776310850235,83.48652585896721,91.44397191723463,10.0,38.897300677553446,48.27007354458868,3.605551275463989,122.494897852931,42.04759208325728,13.341664064126334,64.66065264130884,16.1245154965971,9.055385138137416,53.14132102234569,18.43908891458577,22.84731931759173,40.52159917870962,Broken,0.6111,72.67045073927129,36.875,23.5,71.625
4181.5,4148.0,4382.0,4111.5,4110.0,4305.0,4162.0,4209.0,4201.125,68.04559814158262,22.52939800293685,-21.097949588989152,-67.24902365721238,-113.36434447605964,-158.66314070819433,157.81965569798277,113.25259217486162,43.18564576337837,19.313207915827967,40.01249804748511,20.12461179749811,17.46424919657298,46.01086828130936,48.27007354458868,16.55294535724685,44.10215414239989,48.04164859785725,0.0,48.91829923454004,41.10960958218893,13.0,53.23532661682466,48.08326112068523,18.788294228055936,57.3149195236284,42.485291572496,21.54065922853801,45.5411901469428,43.18564576337837,20.12461179749811,48.27007354458868,Complete,0.9231,5.774430103889668,41.625,18.5,47.625
4406.5,4317.5,4434.5,4341.5,4448.0,4443.0,4371.0,4426.0,4398.5,67.34810834790942,22.3354425653039,-22.3354425653039,-67.50738810094131,-112.87366519062672,-157.81965569798277,159.16332463505648,112.19545952867897,53.23532661682466,0.0,41.01219330881976,9.0,14.317821063276352,45.27692569068709,45.48626166217664,13.92838827718412,46.0,56.00892785976178,14.317821063276352,50.24937810560445,48.16637831516918,14.317821063276352,55.0,50.35871324805669,15.231546211727816,50.93132631298737,40.0,11.40175425099138,45.09988913511872,53.23532661682466,9.0,45.48626166217664,Complete,0.9421,8.89601750924583,44.25,15.5,47.125
1792.0,3489.5,2726.5,4599.0,4681.0,1667.5,1961.0,4093.5,3126.25,60.94539590092286,20.389164780281703,-23.532348560901013,-70.94229548987167,-115.17352452453017,-143.7651280942071,160.29202115702128,115.2276494674286,98.02040603874276,7.280109889280518,67.11929677819934,15.033296378372908,11.40175425099138,91.93475947648965,88.72992730753249,13.601470508735444,63.12685640834652,25.179356624028344,9.848857801796104,101.86265262597476,77.10382610480494,21.470910553583888,0.0,64.38167441127949,14.212670403551895,50.32891812864648,60.08327554319921,10.44030650891055,58.00862004909271,98.02040603874276,15.033296378372908,88.72992730753249,Broken,0.6561,92.89515792256265,65.625,18.5,64.75
1502.0,5406.5,4673.0,7009.5,4039.5,7305.0,1049.5,1354.0,4042.375,72.7839264122093,19.628438246904047,-27.3635469273917,-63.25477400955379,-123.40782458970894,-161.05349531049094,154.79887635452494,116.565051177078,22.825424421026653,43.01162633521314,78.31347265956222,6.708203932499369,10.0,35.84689665786984,44.553338819890925,44.77722635447622,102.07840124139877,45.09988913511872,9.219544457292889,52.92447448959697,5.656854249492381,18.027756377319943,73.55270219373317,37.21558813185679,13.92838827718412,68.6804193347711,7.810249675906654,14.866068747318506,26.019223662515376,22.825424421026653,6.708203932499369,44.553338819890925,Broken,0.6461,55.45708207953355,23.5,21.125,59.75
4301.0,4502.5,4472.5,4520.0,4438.5,4609.5,4438.5,4640.5,4490.375,67.66455743469609,22.71441235316724,-21.80140948635181,-66.9649555108147,-112.10944834375168,-157.6645574346961,156.80140948635182,113.36434447605964,43.10452412450461,12.083045973594572,45.0111097397076,7.615773105863909,7.0,41.72529209005013,40.36087214122113,13.341664064126334,47.51841748206689,28.0178514522438,11.704699910719626,45.18849411078001,40.311288741492746,11.40175425099138,55.57877292636101,46.84015371452148,8.06225774829855,41.01219330881976,51.0881590977792,13.92838827718412,46.09772228646444,43.10452412450461,7.615773105863909,40.36087214122113,Complete,0.949,7.963754207019043,37.25,14.375,45.0
4369.5,4431.5,4681.5,4353.5,4596.5,4224.5,4480.0,4324.5,4432.6875,67.66455743469609,24.512985806669292,-21.489598798599,-67.24902365721238,-113.14280106729424,-159.20097159115852,157.186677893448,111.72419150141384,53.33854141237835,9.848857801796104,40.0,16.15549442140351,13.92838827718412,41.03656905736639,51.0881590977792,12.083045973594572,52.23983154643591,39.01281840626232,0.0,50.20956084253277,43.18564576337837,14.866068747318506,48.373546489791295,46.84015371452148,12.649110640673518,46.69047011971501,47.63402145525821,15.811388300841896,47.16990566028302,53.33854141237835,16.15549442140351,51.0881590977792,Complete,0.9397,8.089168907322906,43.5,15.375,46.875
4417.0,4269.5,4458.0,4367.0,4547.0,4305.0,4378.0,4248.0,4373.6875,68.87528085392752,24.17144420979317,-20.94747058695116,-66.85719893270577,-112.81332210655202,-158.27580849858617,157.6645574346961,112.55724663470566,48.0936586256442,10.770329614269007,51.0881590977792,17.11724276862369,13.0,43.93176527297759,45.803929962395145,14.560219778561036,46.389654018972806,25.019992006393608,13.0,49.57822102496216,39.05124837953327,17.029386365926403,46.01086828130936,50.15974481593781,13.0,49.51767361255979,45.45327270945405,17.0,42.42640687119285,48.0936586256442,17.11724276862369,45.803929962395145,Complete,0.9646,6.930569745560257,39.625,17.375,46.375
