simi
0.9617
0.9573
0.9328
0.9779
0.9333
0.9518
0.957
0.9352
0.9421
0.9629
0.9615
0.9706
0.9306
0.9231
0.9643
0.9449
0.964
0.9579
0.9587
0.957
0.945
0.9676
0.9665
0.94
0.9646
0.9457
0.9306
0.9231
0.9643
0.9449
0.964
0.9571
0.9579
0.9587
0.9692
0.957
0.945
0.9665
0.9676
0.94
0.94
0.9501
0.9598
0.9378
0.9646
0.9375
0.9422
0.9615
0.9706
0.9326
0.9573
0.9333
0.9388
0.9518
0.9486
0.9352
0.9421
0.9327
0.9322
0.9412
0.9512
0.9432
0.9405
0.9474
0.9491
0.9345
0.9394
0.9486
0.9345
0.9319
0.9426
0.9419
0.9421
0.9585
0.9295
0.9416
0.9674
0.9198
0.9367
0.9517
0.9548
0.9284
0.9605
0.9507
0.9485
0.9504
0.9471
0.9478
0.962
0.9614
0.941
0.9337
0.9516
0.9637
0.9253
0.9581
0.9501
0.9569
0.9487
0.9567
0.9319
0.9638
0.9457
0.9593
0.9477
0.9284
0.9577
0.952
0.9432
0.9497
0.9384
0.9505
0.9557
0.9646
0.9554
0.9486
0.9437
0.9324
0.9397
0.9472
0.949
0.9487
0.9319
0.9638
0.9457
0.9482
0.9593
0.9544
0.9533
0.9477
0.9284
0.9509
0.9584
0.9284
0.952
0.9431
0.9735
0.9432
0.9497
0.9567
0.9319
0.9638
0.9457
0.9482
0.9284
0.9577
0.9509
0.952
0.9735
0.9432
0.7622
0.8111
0.8033
0.8369
0.8046
0.8054
0.8394
0.788
0.7071
0.7742
0.6999
0.8044
0.8219
0.8226
0.7848
0.7036
0.7381
0.8123
0.9181
0.846
0.8062
0.8869
0.8306
0.8435
0.8101
0.9033
0.7934
0.8861
0.8864
0.8206
0.8754
0.8593
0.84
0.8767
0.8684
0.7263
0.8556
0.8355
0.9132
0.8077
0.837
0.8665
0.8849
0.8891
0.8546
0.803
0.7429
0.8738
0.7712
0.7463
0.8462
0.8322
0.8042
0.7963
0.6999
0.7071
0.8239
0.7742
0.8228
0.9144
0.907
0.9103
0.864
0.9053
0.8959
0.8557
0.8428
0.872
0.9041
0.8973
0.7669
0.7269
0.7141
0.6834
0.6879
0.7739
0.8104
0.7035
0.8462
0.6849
0.6618
0.8716
0.8673
0.9051
0.8702
0.7579
0.9459
0.7124
0.8119
0.7921
0.7536
0.7957
0.8236
0.72
0.8369
0.8133
0.8822
0.7742
0.8703
0.8226
0.7142
0.7431
0.7341
0.6923
0.7551
0.8156
0.8111
0.8593
0.84
0.7248
0.7398
0.7598
0.7356
0.7452
0.6928
0.7465
0.7407
0.7845
0.6736
0.8347
0.7829
0.7398
0.8158
0.6991
0.6073
0.8115
0.7189
0.7323
0.7049
0.7708
0.6605
0.7405
0.6813
0.74
0.7164
0.6463
0.7896
0.7535
0.7818
0.7839
0.7928
0.7453
0.66
0.7758
0.713
0.7031
0.6882
0.757
0.8048
0.6555
0.7816
0.6602
0.7045
0.8293
0.6971
0.7212
0.7337
0.7329
0.7075
0.6949
0.6868
0.8211
0.7858
0.782
0.8143
0.7818
0.7372
0.7818
0.6957
0.7548
0.7491
0.6896
0.6923
0.6732
0.7638
0.691
0.8206
0.7843
0.6982
0.7758
0.7128
0.6319
0.8212
0.7204
0.7372
0.7295
0.7571
0.7039
0.7198
0.7649
0.7335
0.7189
0.6298
0.7593
0.7881
0.8002
0.7482
0.7825
0.7845
0.6505
0.7041
0.8611
0.8064
0.887
0.716
0.6578
0.6624
0.7116
0.661
0.6259
0.6385
0.6419
0.659
0.6582
0.7383
0.6657
0.6699
0.6582
0.641
0.6883
0.6714
0.6561
0.6924
0.7647
0.6588
0.6888
0.6938
0.6144
0.6299
0.7251
0.7051
0.6858
0.6355
0.6275
0.6586
0.6269
0.6147
0.6713
0.6706
0.6596
0.6485
0.7201
0.654
0.6017
0.665
0.6025
0.6138
0.6331
0.6498
0.6461
0.6506
0.6132
0.6497
0.6225
0.7392
0.6744
0.6789
0.722
0.6354
0.7432
0.6677
0.7316
0.6341
0.6025
0.644
0.6767
0.7245
0.6595
0.6791
0.626
0.7119
0.6008
0.6476
0.6925
0.7393
0.6335
0.6982
0.653
0.7544
0.665
0.6461
0.6593
0.5931
0.6801
0.6231
0.6103
0.6482
0.6964
0.654
0.7152
0.6988
0.6216
0.6081
0.6697
0.6111
0.6243
0.622
0.6848
0.6484
0.6459
